Ano,Função,Resultado Primário,Subfunção,Empenhado,Pago
Total,,,,42.155.411.414.451,39.537.916.535.737
2003,01 - Legislativa,"1 - Primária obrigatória, considerada no cálculo do RP",031 - Ação Legislativa,2.036.920.537,2.029.546.007
2003,01 - Legislativa,"1 - Primária obrigatória, considerada no cálculo do RP",032 - Controle Externo,285.180.201,279.688.757
2003,01 - Legislativa,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,90.744.968,90.744.968
2003,01 - Legislativa,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,1.375.649,1.375.649
2003,01 - Legislativa,"2 - Primária discricionária, considerada no cálculo do RP",031 - Ação Legislativa,501.508.045,444.824.294
2003,01 - Legislativa,"2 - Primária discricionária, considerada no cálculo do RP",032 - Controle Externo,51.695.711,38.549.049
2003,01 - Legislativa,"2 - Primária discricionária, considerada no cálculo do RP",126 - Tecnologia da Informação,33.487.408,28.023.183
2003,01 - Legislativa,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,3.371.210,2.892.357
2003,01 - Legislativa,"2 - Primária discricionária, considerada no cálculo do RP",131 - Comunicação Social,5.945.388,5.945.388
2003,01 - Legislativa,"2 - Primária discricionária, considerada no cálculo do RP",212 - Cooperação Internacional,34.889,34.889
2003,01 - Legislativa,"2 - Primária discricionária, considerada no cálculo do RP",301 - Atenção Básica,58.834.327,56.354.351
2003,01 - Legislativa,"2 - Primária discricionária, considerada no cálculo do RP",364 - Ensino Superior,9.984,9.984
2003,01 - Legislativa,"2 - Primária discricionária, considerada no cálculo do RP",365 - Educação Infantil,5.909.875,5.909.875
2003,02 - Judiciária,"1 - Primária obrigatória, considerada no cálculo do RP",061 - Ação Judiciária,6.754.143.667,6.562.793.900
2003,02 - Judiciária,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,286.398.296,285.565.633
2003,02 - Judiciária,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,13.689.913,13.285.509
2003,02 - Judiciária,"2 - Primária discricionária, considerada no cálculo do RP",061 - Ação Judiciária,1.081.356.417,833.558.703
2003,02 - Judiciária,"2 - Primária discricionária, considerada no cálculo do RP",126 - Tecnologia da Informação,21.113.955,13.253.613
2003,02 - Judiciária,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,18.522.636,16.190.127
2003,02 - Judiciária,"2 - Primária discricionária, considerada no cálculo do RP",301 - Atenção Básica,146.186.721,137.102.470
2003,02 - Judiciária,"2 - Primária discricionária, considerada no cálculo do RP",365 - Educação Infantil,32.989.884,32.433.534
2003,02 - Judiciária,"2 - Primária discricionária, considerada no cálculo do RP",722 - Telecomunicações,5.411.454,5.245.763
2003,03 - Essencial à Justiça,"1 - Primária obrigatória, considerada no cálculo do RP",091 - Defesa da Ordem Jurídica,933.656.191,933.656.191
2003,03 - Essencial à Justiça,"1 - Primária obrigatória, considerada no cálculo do RP",092 - Representação Judicial e Extrajudicial,160.643.211,160.643.211
2003,03 - Essencial à Justiça,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,40.472.466,40.472.466
2003,03 - Essencial à Justiça,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,3.141.200,3.141.200
2003,03 - Essencial à Justiça,"2 - Primária discricionária, considerada no cálculo do RP",062 - Defesa do Interesse Público no Processo Judiciário,39.153.135,32.514.313
2003,03 - Essencial à Justiça,"2 - Primária discricionária, considerada no cálculo do RP",091 - Defesa da Ordem Jurídica,140.947.363,119.795.699
2003,03 - Essencial à Justiça,"2 - Primária discricionária, considerada no cálculo do RP",092 - Representação Judicial e Extrajudicial,11.895.444,11.039.561
2003,03 - Essencial à Justiça,"2 - Primária discricionária, considerada no cálculo do RP",125 - Normatização e Fiscalização,29.11,0
2003,03 - Essencial à Justiça,"2 - Primária discricionária, considerada no cálculo do RP",126 - Tecnologia da Informação,32.09,0
2003,03 - Essencial à Justiça,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,1.601.151,1.547.298
2003,03 - Essencial à Justiça,"2 - Primária discricionária, considerada no cálculo do RP",131 - Comunicação Social,14.3,0
2003,03 - Essencial à Justiça,"2 - Primária discricionária, considerada no cálculo do RP",212 - Cooperação Internacional,24.04,24.04
2003,03 - Essencial à Justiça,"2 - Primária discricionária, considerada no cálculo do RP",301 - Atenção Básica,10.384.175,10.216.586
2003,03 - Essencial à Justiça,"2 - Primária discricionária, considerada no cálculo do RP",365 - Educação Infantil,4.438.168,4.438.168
2003,03 - Essencial à Justiça,"2 - Primária discricionária, considerada no cálculo do RP","422 - Direitos Individuais, Coletivos e Difusos",9.627.625,9.541.594
2003,04 - Administração,0 - Financeira,123 - Administração Financeira,448.983.000,168.173.104
2003,04 - Administração,0 - Financeira,125 - Normatização e Fiscalização,546.272,546.272
2003,04 - Administração,0 - Financeira,662 - Produção Industrial,250.000.000,250.000.000
2003,04 - Administração,"1 - Primária obrigatória, considerada no cálculo do RP",121 - Planejamento e Orçamento,215.464.945,209.319.112
2003,04 - Administração,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,1.421.458.230,1.418.326.224
2003,04 - Administração,"1 - Primária obrigatória, considerada no cálculo do RP",123 - Administração Financeira,2.116.575.131,2.113.076.271
2003,04 - Administração,"1 - Primária obrigatória, considerada no cálculo do RP",125 - Normatização e Fiscalização,26.136.599,26.136.599
2003,04 - Administração,"1 - Primária obrigatória, considerada no cálculo do RP",126 - Tecnologia da Informação,420.621.156,409.139.867
2003,04 - Administração,"1 - Primária obrigatória, considerada no cálculo do RP",128 - Formação de Recursos Humanos,5.666.887,5.666.887
2003,04 - Administração,"1 - Primária obrigatória, considerada no cálculo do RP",129 - Administração de Receitas,19.129.909,19.022.568
2003,04 - Administração,"1 - Primária obrigatória, considerada no cálculo do RP",183 - Informação e Inteligência,1.084,1.084
2003,04 - Administração,"1 - Primária obrigatória, considerada no cálculo do RP",273 - Previdência Complementar,136.387.296,136.385.868
2003,04 - Administração,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,103.412.283,98.064.699
2003,04 - Administração,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,30.621.998,34.397.036
2003,04 - Administração,"1 - Primária obrigatória, considerada no cálculo do RP",365 - Educação Infantil,0,250.362
2003,04 - Administração,"1 - Primária obrigatória, considerada no cálculo do RP","422 - Direitos Individuais, Coletivos e Difusos",23.417.000,7.688.427
2003,04 - Administração,"2 - Primária discricionária, considerada no cálculo do RP",121 - Planejamento e Orçamento,81.400.673,34.329.701
2003,04 - Administração,"2 - Primária discricionária, considerada no cálculo do RP",122 - Administração Geral,455.630.989,418.105.433
2003,04 - Administração,"2 - Primária discricionária, considerada no cálculo do RP",123 - Administração Financeira,56.495.427,46.938.531
2003,04 - Administração,"2 - Primária discricionária, considerada no cálculo do RP",124 - Controle Interno,12.630.557,8.782.767
2003,04 - Administração,"2 - Primária discricionária, considerada no cálculo do RP",125 - Normatização e Fiscalização,326.704.598,316.430.472
2003,04 - Administração,"2 - Primária discricionária, considerada no cálculo do RP",126 - Tecnologia da Informação,670.570.279,592.668.842
2003,04 - Administração,"2 - Primária discricionária, considerada no cálculo do RP",127 - Ordenamento Territorial,603.242,483.83
2003,04 - Administração,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,28.439.011,25.753.530
2003,04 - Administração,"2 - Primária discricionária, considerada no cálculo do RP",129 - Administração de Receitas,145.380.985,142.663.722
2003,04 - Administração,"2 - Primária discricionária, considerada no cálculo do RP",131 - Comunicação Social,32.436.472,29.383.183
2003,04 - Administração,"2 - Primária discricionária, considerada no cálculo do RP",212 - Cooperação Internacional,5.131.291,4.403.762
2003,04 - Administração,"2 - Primária discricionária, considerada no cálculo do RP",244 - Assistência Comunitária,158.869.448,120.653.284
2003,04 - Administração,"2 - Primária discricionária, considerada no cálculo do RP",301 - Atenção Básica,92.652.479,88.842.156
2003,04 - Administração,"2 - Primária discricionária, considerada no cálculo do RP",306 - Alimentação e Nutrição,22.778.817,22.777.385
2003,04 - Administração,"2 - Primária discricionária, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,4.151.877,0
2003,04 - Administração,"2 - Primária discricionária, considerada no cálculo do RP",365 - Educação Infantil,15.501.858,15.167.497
2003,04 - Administração,"2 - Primária discricionária, considerada no cálculo do RP","422 - Direitos Individuais, Coletivos e Difusos",14.995.119,14.887.919
2003,04 - Administração,"2 - Primária discricionária, considerada no cálculo do RP",482 - Habitação Urbana,1.379.999,991.901
2003,04 - Administração,"2 - Primária discricionária, considerada no cálculo do RP",541 - Preservação e Conservação Ambiental,10.359.826,9.293.816
2003,04 - Administração,"2 - Primária discricionária, considerada no cálculo do RP",571 - Desenvolvimento Científico,474.466,455.541
2003,04 - Administração,"2 - Primária discricionária, considerada no cálculo do RP",573 - Difusão do Conhecimento Científico e Tecnológico,47.246,47.246
2003,04 - Administração,"2 - Primária discricionária, considerada no cálculo do RP",607 - Irrigação,7.119.458,6.399.894
2003,04 - Administração,"2 - Primária discricionária, considerada no cálculo do RP",665 - Normalização e Qualidade,600,600
2003,04 - Administração,"2 - Primária discricionária, considerada no cálculo do RP",693 - Comércio Exterior,6.459.688,6.354.309
2003,04 - Administração,"2 - Primária discricionária, considerada no cálculo do RP",694 - Serviços Financeiros,21.252.384,7.515.924
2003,05 - Defesa Nacional,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,19.358.839,19.334.345
2003,05 - Defesa Nacional,"1 - Primária obrigatória, considerada no cálculo do RP",151 - Defesa Aérea,2.014.299.580,2.014.299.580
2003,05 - Defesa Nacional,"1 - Primária obrigatória, considerada no cálculo do RP",152 - Defesa Naval,2.007.689.304,2.007.684.318
2003,05 - Defesa Nacional,"1 - Primária obrigatória, considerada no cálculo do RP",153 - Defesa Terrestre,3.706.304.600,3.706.298.429
2003,05 - Defesa Nacional,"1 - Primária obrigatória, considerada no cálculo do RP",212 - Cooperação Internacional,8.185.667,8.185.667
2003,05 - Defesa Nacional,"1 - Primária obrigatória, considerada no cálculo do RP",302 - Assistência Hospitalar e Ambulatorial,20.340.097,20.285.280
2003,05 - Defesa Nacional,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,28.239.648,28.227.851
2003,05 - Defesa Nacional,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,69.616.433,138.183.876
2003,05 - Defesa Nacional,"2 - Primária discricionária, considerada no cálculo do RP",122 - Administração Geral,58.125.625,51.573.153
2003,05 - Defesa Nacional,"2 - Primária discricionária, considerada no cálculo do RP",125 - Normatização e Fiscalização,2.585.033,2.567.820
2003,05 - Defesa Nacional,"2 - Primária discricionária, considerada no cálculo do RP",126 - Tecnologia da Informação,132.950.073,76.192.615
2003,05 - Defesa Nacional,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,53.080.336,46.631.643
2003,05 - Defesa Nacional,"2 - Primária discricionária, considerada no cálculo do RP",151 - Defesa Aérea,1.347.111.381,809.608.306
2003,05 - Defesa Nacional,"2 - Primária discricionária, considerada no cálculo do RP",152 - Defesa Naval,458.536.777,393.965.542
2003,05 - Defesa Nacional,"2 - Primária discricionária, considerada no cálculo do RP",153 - Defesa Terrestre,479.759.097,438.003.009
2003,05 - Defesa Nacional,"2 - Primária discricionária, considerada no cálculo do RP",183 - Informação e Inteligência,9.779.072,9.484.520
2003,05 - Defesa Nacional,"2 - Primária discricionária, considerada no cálculo do RP",212 - Cooperação Internacional,8.153.166,7.093.577
2003,05 - Defesa Nacional,"2 - Primária discricionária, considerada no cálculo do RP",244 - Assistência Comunitária,764.359,616.673
2003,05 - Defesa Nacional,"2 - Primária discricionária, considerada no cálculo do RP",301 - Atenção Básica,36.342.620,35.323.450
2003,05 - Defesa Nacional,"2 - Primária discricionária, considerada no cálculo do RP",302 - Assistência Hospitalar e Ambulatorial,386.916.550,372.986.592
2003,05 - Defesa Nacional,"2 - Primária discricionária, considerada no cálculo do RP",303 - Suporte Profilático e Terapêutico,1.503.914,1.396.214
2003,05 - Defesa Nacional,"2 - Primária discricionária, considerada no cálculo do RP",306 - Alimentação e Nutrição,322.747.161,292.994.286
2003,05 - Defesa Nacional,"2 - Primária discricionária, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,68.567.442,0
2003,05 - Defesa Nacional,"2 - Primária discricionária, considerada no cálculo do RP",361 - Ensino Fundamental,1.677.099,1.535.408
2003,05 - Defesa Nacional,"2 - Primária discricionária, considerada no cálculo do RP",362 - Ensino Médio,1.315.512,1.200.583
2003,05 - Defesa Nacional,"2 - Primária discricionária, considerada no cálculo do RP",364 - Ensino Superior,8.123.303,7.625.099
2003,05 - Defesa Nacional,"2 - Primária discricionária, considerada no cálculo do RP",365 - Educação Infantil,82.254.879,82.196.718
2003,05 - Defesa Nacional,"2 - Primária discricionária, considerada no cálculo do RP","391 - Patrimônio Histórico, Artístico e Arqueológico",1.200.052,1.127.718
2003,05 - Defesa Nacional,"2 - Primária discricionária, considerada no cálculo do RP",451 - Infra-Estrutura Urbana,25.755.749,2.297.046
2003,05 - Defesa Nacional,"2 - Primária discricionária, considerada no cálculo do RP",482 - Habitação Urbana,3.481.287,3.236.609
2003,05 - Defesa Nacional,"2 - Primária discricionária, considerada no cálculo do RP",545 - Meteorologia,17.996,17.206
2003,05 - Defesa Nacional,"2 - Primária discricionária, considerada no cálculo do RP",571 - Desenvolvimento Científico,11.373.718,9.181.452
2003,05 - Defesa Nacional,"2 - Primária discricionária, considerada no cálculo do RP",572 - Desenvolvimento Tecnológico e Engenharia,71.188.529,54.011.544
2003,05 - Defesa Nacional,"2 - Primária discricionária, considerada no cálculo do RP",661 - Promoção Industrial,40.01,19.926
2003,05 - Defesa Nacional,"2 - Primária discricionária, considerada no cálculo do RP",662 - Produção Industrial,12.369.821,12.226.661
2003,05 - Defesa Nacional,"2 - Primária discricionária, considerada no cálculo do RP",722 - Telecomunicações,4.302.886,3.765.214
2003,05 - Defesa Nacional,"2 - Primária discricionária, considerada no cálculo do RP",752 - Energia Elétrica,74.877,74.877
2003,05 - Defesa Nacional,"2 - Primária discricionária, considerada no cálculo do RP",781 - Transporte Aéreo,99.272.817,70.681.308
2003,05 - Defesa Nacional,"2 - Primária discricionária, considerada no cálculo do RP",782 - Transporte Rodoviário,547.592,547.592
2003,05 - Defesa Nacional,"2 - Primária discricionária, considerada no cálculo do RP",784 - Transporte Hidroviário,6.184.408,5.441.870
2003,06 - Segurança Pública,"1 - Primária obrigatória, considerada no cálculo do RP",181 - Policiamento,1.329.466.436,1.318.806.318
2003,06 - Segurança Pública,"1 - Primária obrigatória, considerada no cálculo do RP",183 - Informação e Inteligência,59.511.296,59.511.296
2003,06 - Segurança Pública,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,10.883.080,10.883.061
2003,06 - Segurança Pública,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,3.093.912,3.093.856
2003,06 - Segurança Pública,"2 - Primária discricionária, considerada no cálculo do RP",122 - Administração Geral,6.046.208,6.046.208
2003,06 - Segurança Pública,"2 - Primária discricionária, considerada no cálculo do RP",125 - Normatização e Fiscalização,7.952.991,3.607.754
2003,06 - Segurança Pública,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,31.961.556,23.518.062
2003,06 - Segurança Pública,"2 - Primária discricionária, considerada no cálculo do RP",131 - Comunicação Social,1.689.741,1.527.213
2003,06 - Segurança Pública,"2 - Primária discricionária, considerada no cálculo do RP",181 - Policiamento,784.281.785,521.281.023
2003,06 - Segurança Pública,"2 - Primária discricionária, considerada no cálculo do RP",182 - Defesa Civil,146.925.213,121.723.365
2003,06 - Segurança Pública,"2 - Primária discricionária, considerada no cálculo do RP",183 - Informação e Inteligência,5.231.530,5.010.253
2003,06 - Segurança Pública,"2 - Primária discricionária, considerada no cálculo do RP",212 - Cooperação Internacional,3.380.767,2.680.767
2003,06 - Segurança Pública,"2 - Primária discricionária, considerada no cálculo do RP",243 - Assistência à Criança e ao Adolescente,1.124.247,1.124.247
2003,06 - Segurança Pública,"2 - Primária discricionária, considerada no cálculo do RP",301 - Atenção Básica,9.052.484,9.052.484
2003,06 - Segurança Pública,"2 - Primária discricionária, considerada no cálculo do RP",303 - Suporte Profilático e Terapêutico,414.98,414.98
2003,06 - Segurança Pública,"2 - Primária discricionária, considerada no cálculo do RP",365 - Educação Infantil,2.217.228,2.198.093
2003,06 - Segurança Pública,"2 - Primária discricionária, considerada no cálculo do RP",571 - Desenvolvimento Científico,748.308,728.004
2003,06 - Segurança Pública,"2 - Primária discricionária, considerada no cálculo do RP",573 - Difusão do Conhecimento Científico e Tecnológico,197.248,179.548
2003,06 - Segurança Pública,"2 - Primária discricionária, considerada no cálculo do RP",722 - Telecomunicações,1.027.065,514.416
2003,07 - Relações Exteriores,"1 - Primária obrigatória, considerada no cálculo do RP",211 - Relações Diplomáticas,435.939.424,435.939.424
2003,07 - Relações Exteriores,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,2.116.966,2.116.966
2003,07 - Relações Exteriores,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,744.643,744.643
2003,07 - Relações Exteriores,"1 - Primária obrigatória, considerada no cálculo do RP",573 - Difusão do Conhecimento Científico e Tecnológico,1.179.689,1.179.689
2003,07 - Relações Exteriores,"2 - Primária discricionária, considerada no cálculo do RP",122 - Administração Geral,27.052.658,25.626.248
2003,07 - Relações Exteriores,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,2.090.252,1.524.866
2003,07 - Relações Exteriores,"2 - Primária discricionária, considerada no cálculo do RP",211 - Relações Diplomáticas,467.460.931,462.810.235
2003,07 - Relações Exteriores,"2 - Primária discricionária, considerada no cálculo do RP",212 - Cooperação Internacional,147.519.033,128.032.449
2003,07 - Relações Exteriores,"2 - Primária discricionária, considerada no cálculo do RP",301 - Atenção Básica,57.157.707,54.799.378
2003,07 - Relações Exteriores,"2 - Primária discricionária, considerada no cálculo do RP",365 - Educação Infantil,201.325,201.325
2003,07 - Relações Exteriores,"2 - Primária discricionária, considerada no cálculo do RP",392 - Difusão Cultural,12.310.672,12.204.672
2003,07 - Relações Exteriores,"2 - Primária discricionária, considerada no cálculo do RP",573 - Difusão do Conhecimento Científico e Tecnológico,3.185.482,3.082.602
2003,07 - Relações Exteriores,"2 - Primária discricionária, considerada no cálculo do RP",691 - Promoção Comercial,7.141.186,6.849.331
2003,08 - Assistência Social,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,374.24,373.155
2003,08 - Assistência Social,"1 - Primária obrigatória, considerada no cálculo do RP",241 - Assistência ao Idoso,2.439.287.884,2.296.184.266
2003,08 - Assistência Social,"1 - Primária obrigatória, considerada no cálculo do RP",242 - Assistência ao Portador de Deficiência,4.035.221.189,3.868.697.943
2003,08 - Assistência Social,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,40.176,38.926
2003,08 - Assistência Social,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,6.322,5.706
2003,08 - Assistência Social,"2 - Primária discricionária, considerada no cálculo do RP",122 - Administração Geral,10.875.156,8.040.293
2003,08 - Assistência Social,"2 - Primária discricionária, considerada no cálculo do RP",126 - Tecnologia da Informação,8.619.481,797.081
2003,08 - Assistência Social,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,12.435.738,11.196.374
2003,08 - Assistência Social,"2 - Primária discricionária, considerada no cálculo do RP",131 - Comunicação Social,1.262.000,1.084.254
2003,08 - Assistência Social,"2 - Primária discricionária, considerada no cálculo do RP",241 - Assistência ao Idoso,49.071.203,40.801.042
2003,08 - Assistência Social,"2 - Primária discricionária, considerada no cálculo do RP",242 - Assistência ao Portador de Deficiência,101.496.517,85.568.278
2003,08 - Assistência Social,"2 - Primária discricionária, considerada no cálculo do RP",243 - Assistência à Criança e ao Adolescente,808.482.830,686.221.685
2003,08 - Assistência Social,"2 - Primária discricionária, considerada no cálculo do RP",244 - Assistência Comunitária,949.177.108,779.365.397
2003,08 - Assistência Social,"2 - Primária discricionária, considerada no cálculo do RP",301 - Atenção Básica,2.5,0
2003,08 - Assistência Social,"2 - Primária discricionária, considerada no cálculo do RP",365 - Educação Infantil,756,608
2003,09 - Previdência Social,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,35.841.354,35.223.511
2003,09 - Previdência Social,"1 - Primária obrigatória, considerada no cálculo do RP",271 - Previdência Básica,108.143.721.851,105.954.609.739
2003,09 - Previdência Social,"1 - Primária obrigatória, considerada no cálculo do RP",272 - Previdência do Regime Estatutário,35.122.844.520,35.056.959.316
2003,09 - Previdência Social,"1 - Primária obrigatória, considerada no cálculo do RP",274 - Previdência Especial,706.527.722,706.028.063
2003,09 - Previdência Social,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,42.970.299,42.969.299
2003,09 - Previdência Social,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,26.270.561,26.269.372
2003,09 - Previdência Social,"2 - Primária discricionária, considerada no cálculo do RP",121 - Planejamento e Orçamento,2.392.020,2.46
2003,09 - Previdência Social,"2 - Primária discricionária, considerada no cálculo do RP",122 - Administração Geral,8.648.264,7.493.488
2003,09 - Previdência Social,"2 - Primária discricionária, considerada no cálculo do RP",125 - Normatização e Fiscalização,38.089.167,36.226.631
2003,09 - Previdência Social,"2 - Primária discricionária, considerada no cálculo do RP",126 - Tecnologia da Informação,372.696.984,302.431.673
2003,09 - Previdência Social,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,5.637.455,5.187.391
2003,09 - Previdência Social,"2 - Primária discricionária, considerada no cálculo do RP",129 - Administração de Receitas,7.779.370,7.668.104
2003,09 - Previdência Social,"2 - Primária discricionária, considerada no cálculo do RP",131 - Comunicação Social,5.199.705,5.165.792
2003,09 - Previdência Social,"2 - Primária discricionária, considerada no cálculo do RP",212 - Cooperação Internacional,446.976,446.976
2003,09 - Previdência Social,"2 - Primária discricionária, considerada no cálculo do RP",271 - Previdência Básica,839.370.937,487.619.768
2003,09 - Previdência Social,"2 - Primária discricionária, considerada no cálculo do RP",272 - Previdência do Regime Estatutário,572,0
2003,09 - Previdência Social,"2 - Primária discricionária, considerada no cálculo do RP",273 - Previdência Complementar,798.666,778.515
2003,09 - Previdência Social,"2 - Primária discricionária, considerada no cálculo do RP",301 - Atenção Básica,103.957.492,92.077.435
2003,09 - Previdência Social,"2 - Primária discricionária, considerada no cálculo do RP",365 - Educação Infantil,5.976.543,5.975.514
2003,09 - Previdência Social,"2 - Primária discricionária, considerada no cálculo do RP",665 - Normalização e Qualidade,7.858.380,7.507.018
2003,10 - Saúde,0 - Financeira,125 - Normatização e Fiscalização,1.740.677,1.708.663
2003,10 - Saúde,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,2.716.495.764,2.707.771.817
2003,10 - Saúde,"1 - Primária obrigatória, considerada no cálculo do RP",273 - Previdência Complementar,5.205.949,5.205.949
2003,10 - Saúde,"1 - Primária obrigatória, considerada no cálculo do RP",301 - Atenção Básica,3.515.648.285,3.480.737.797
2003,10 - Saúde,"1 - Primária obrigatória, considerada no cálculo do RP",302 - Assistência Hospitalar e Ambulatorial,13.731.458.180,13.570.729.132
2003,10 - Saúde,"1 - Primária obrigatória, considerada no cálculo do RP",303 - Suporte Profilático e Terapêutico,727.643.967,671.509.058
2003,10 - Saúde,"1 - Primária obrigatória, considerada no cálculo do RP",304 - Vigilância Sanitária,86.163.917,75.863.338
2003,10 - Saúde,"1 - Primária obrigatória, considerada no cálculo do RP",305 - Vigilância Epidemiológica,614.998.020,590.798.286
2003,10 - Saúde,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,463.301.842,419.767.546
2003,10 - Saúde,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,58.027.774,57.765.888
2003,10 - Saúde,"1 - Primária obrigatória, considerada no cálculo do RP",571 - Desenvolvimento Científico,27.356.773,27.088.921
2003,10 - Saúde,"2 - Primária discricionária, considerada no cálculo do RP",122 - Administração Geral,332.100.505,292.134.006
2003,10 - Saúde,"2 - Primária discricionária, considerada no cálculo do RP",125 - Normatização e Fiscalização,36.258.668,32.020.934
2003,10 - Saúde,"2 - Primária discricionária, considerada no cálculo do RP",126 - Tecnologia da Informação,121.461.657,89.016.233
2003,10 - Saúde,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,38.853.249,23.238.254
2003,10 - Saúde,"2 - Primária discricionária, considerada no cálculo do RP",212 - Cooperação Internacional,35.175.000,32.261.750
2003,10 - Saúde,"2 - Primária discricionária, considerada no cálculo do RP",241 - Assistência ao Idoso,1.036.838,0
2003,10 - Saúde,"2 - Primária discricionária, considerada no cálculo do RP",242 - Assistência ao Portador de Deficiência,872.859,0
2003,10 - Saúde,"2 - Primária discricionária, considerada no cálculo do RP",243 - Assistência à Criança e ao Adolescente,415.035,0
2003,10 - Saúde,"2 - Primária discricionária, considerada no cálculo do RP",244 - Assistência Comunitária,7.994.281,4.960.375
2003,10 - Saúde,"2 - Primária discricionária, considerada no cálculo do RP",301 - Atenção Básica,364.220.105,309.319.174
2003,10 - Saúde,"2 - Primária discricionária, considerada no cálculo do RP",302 - Assistência Hospitalar e Ambulatorial,1.415.002.888,754.057.532
2003,10 - Saúde,"2 - Primária discricionária, considerada no cálculo do RP",303 - Suporte Profilático e Terapêutico,1.752.077.627,1.380.014.630
2003,10 - Saúde,"2 - Primária discricionária, considerada no cálculo do RP",304 - Vigilância Sanitária,79.596.267,66.218.274
2003,10 - Saúde,"2 - Primária discricionária, considerada no cálculo do RP",305 - Vigilância Epidemiológica,361.025.270,258.737.899
2003,10 - Saúde,"2 - Primária discricionária, considerada no cálculo do RP",306 - Alimentação e Nutrição,1.519.920,1.360.597
2003,10 - Saúde,"2 - Primária discricionária, considerada no cálculo do RP",363 - Ensino Profissional,221.819.114,112.995.472
2003,10 - Saúde,"2 - Primária discricionária, considerada no cálculo do RP",364 - Ensino Superior,25.805.232,23.941.968
2003,10 - Saúde,"2 - Primária discricionária, considerada no cálculo do RP",365 - Educação Infantil,13.463.051,13.424.255
2003,10 - Saúde,"2 - Primária discricionária, considerada no cálculo do RP",511 - Saneamento Básico Rural,231.244.313,25.446.386
2003,10 - Saúde,"2 - Primária discricionária, considerada no cálculo do RP",571 - Desenvolvimento Científico,127.643.543,93.985.396
2003,10 - Saúde,"2 - Primária discricionária, considerada no cálculo do RP",572 - Desenvolvimento Tecnológico e Engenharia,6.870.633,4.849.423
2003,10 - Saúde,"2 - Primária discricionária, considerada no cálculo do RP",573 - Difusão do Conhecimento Científico e Tecnológico,26.056.683,18.403.649
2003,10 - Saúde,"2 - Primária discricionária, considerada no cálculo do RP",665 - Normalização e Qualidade,25.016.048,17.496.359
2003,11 - Trabalho,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,485.955.875,485.955.875
2003,11 - Trabalho,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,8.220.004,8.220.004
