Ano,Função,Resultado Primário,Subfunção,Empenhado,Pago
2012,11 - Trabalho,"2 - Primária discricionária, considerada no cálculo do RP",126 - Tecnologia da Informação,41.230.382,35.898.826
2012,11 - Trabalho,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,3.135.665,2.090.183
2012,11 - Trabalho,"2 - Primária discricionária, considerada no cálculo do RP",131 - Comunicação Social,22.596.214,8.371.389
2012,11 - Trabalho,"2 - Primária discricionária, considerada no cálculo do RP",332 - Relações de Trabalho,21.270.723,9.091.828
2012,11 - Trabalho,"2 - Primária discricionária, considerada no cálculo do RP",333 - Empregabilidade,240.465.090,51.274.774
2012,11 - Trabalho,"2 - Primária discricionária, considerada no cálculo do RP",334 - Fomento ao Trabalho,29.402.045,12.679.755
2012,11 - Trabalho,"2 - Primária discricionária, considerada no cálculo do RP",366 - Educação de Jovens e Adultos,217.664.110,44.510.962
2012,11 - Trabalho,"2 - Primária discricionária, considerada no cálculo do RP","422 - Direitos Individuais, Coletivos e Difusos",42.073,41.673
2012,11 - Trabalho,"2 - Primária discricionária, considerada no cálculo do RP",571 - Desenvolvimento Científico,8.316.266,3.385.426
2012,11 - Trabalho,"2 - Primária discricionária, considerada no cálculo do RP",573 - Difusão do Conhecimento Científico e Tecnológico,1.430.657,1.355.587
2012,11 - Trabalho,"2 - Primária discricionária, considerada no cálculo do RP",661 - Promoção Industrial,471.117,471.117
2012,12 - Educação,0 - Financeira,122 - Administração Geral,3.359.859.898,3.356.107.693
2012,12 - Educação,0 - Financeira,694 - Serviços Financeiros,5.180.918.061,3.258.530.248
2012,12 - Educação,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,302.662.528,301.493.996
2012,12 - Educação,"1 - Primária obrigatória, considerada no cálculo do RP",301 - Atenção Básica,380.645.486,373.829.583
2012,12 - Educação,"1 - Primária obrigatória, considerada no cálculo do RP",302 - Assistência Hospitalar e Ambulatorial,2.930.814.221,2.930.543.685
2012,12 - Educação,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,4.142.209.459,4.137.272.855
2012,12 - Educação,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,130.847.098,130.811.755
2012,12 - Educação,"1 - Primária obrigatória, considerada no cálculo do RP",363 - Ensino Profissional,3.158.185.309,3.135.928.599
2012,12 - Educação,"1 - Primária obrigatória, considerada no cálculo do RP",364 - Ensino Superior,11.618.334.587,11.611.516.735
2012,12 - Educação,"1 - Primária obrigatória, considerada no cálculo do RP",365 - Educação Infantil,27.323.047,27.295.305
2012,12 - Educação,"1 - Primária obrigatória, considerada no cálculo do RP",366 - Educação de Jovens e Adultos,758.959.751,370.037.926
2012,12 - Educação,"1 - Primária obrigatória, considerada no cálculo do RP",368 - Educação Básica,748.390.200,748.390.200
2012,12 - Educação,"1 - Primária obrigatória, considerada no cálculo do RP",847 - Transferências para a Educação Básica,12.609.595.547,10.322.204.098
2012,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",122 - Administração Geral,578.751.790,384.016.973
2012,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",123 - Administração Financeira,176.535.870,115.949.394
2012,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",126 - Tecnologia da Informação,111.000.000,111.000.000
2012,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,50.721.531,39.041.026
2012,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",131 - Comunicação Social,29.572.137,26.725.786
2012,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",212 - Cooperação Internacional,33.420.251,33.420.251
2012,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",302 - Assistência Hospitalar e Ambulatorial,189.828.265,70.398.475
2012,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",303 - Suporte Profilático e Terapêutico,2.600.000,1.369.271
2012,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",363 - Ensino Profissional,4.455.847.620,2.567.285.007
2012,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",364 - Ensino Superior,9.776.469.495,6.284.538.663
2012,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",365 - Educação Infantil,47.847.098,2.147.098
2012,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",366 - Educação de Jovens e Adultos,338.608.075,256.620.263
2012,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",368 - Educação Básica,3.891.602.899,2.431.345.701
2012,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",571 - Desenvolvimento Científico,186.441.624,85.272.403
2012,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",573 - Difusão do Conhecimento Científico e Tecnológico,180.246.059,156.129.027
2012,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",847 - Transferências para a Educação Básica,1.747.883.404,739.719.414
2012,12 - Educação,"3 - Primária discricionária, PAC, considerada no cálculo do RP",365 - Educação Infantil,1.784.000.000,692.287.710
2012,12 - Educação,"3 - Primária discricionária, PAC, considerada no cálculo do RP",368 - Educação Básica,2.584.370.578,1.587.234.165
2012,12 - Educação,"3 - Primária discricionária, PAC, considerada no cálculo do RP",847 - Transferências para a Educação Básica,1.061.017.336,937.418.486
2012,13 - Cultura,0 - Financeira,122 - Administração Geral,42.536.247,42.536.247
2012,13 - Cultura,0 - Financeira,392 - Difusão Cultural,78.500.000,0
2012,13 - Cultura,0 - Financeira,691 - Promoção Comercial,369.190.348,0
2012,13 - Cultura,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,276.819.609,276.762.284
2012,13 - Cultura,"1 - Primária obrigatória, considerada no cálculo do RP",301 - Atenção Básica,7.043.699,6.391.531
2012,13 - Cultura,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,12.209.674,12.209.674
2012,13 - Cultura,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,3.278.808,3.278.808
2012,13 - Cultura,"1 - Primária obrigatória, considerada no cálculo do RP",365 - Educação Infantil,258.037,258.037
2012,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP",121 - Planejamento e Orçamento,5.342.166,3.681.632
2012,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP",122 - Administração Geral,218.687.031,170.499.484
2012,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP",123 - Administração Financeira,12.438.807,0
2012,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP",125 - Normatização e Fiscalização,7.290.691,1.322.662
2012,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,6.269.130,4.249.407
2012,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP",131 - Comunicação Social,4.620.000,13.09
2012,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP","391 - Patrimônio Histórico, Artístico e Arqueológico",158.875.436,56.696.003
2012,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP",392 - Difusão Cultural,352.731.948,188.138.139
2012,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP","422 - Direitos Individuais, Coletivos e Difusos",527.199,299.678
2012,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP",662 - Produção Industrial,5.729.890,4.766.593
2012,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP",691 - Promoção Comercial,14.309.072,5.358.878
2012,13 - Cultura,"3 - Primária discricionária, PAC, considerada no cálculo do RP",122 - Administração Geral,373.994,0
2012,13 - Cultura,"3 - Primária discricionária, PAC, considerada no cálculo do RP","391 - Patrimônio Histórico, Artístico e Arqueológico",30.921.743,9.912.620
2012,13 - Cultura,"3 - Primária discricionária, PAC, considerada no cálculo do RP",813 - Lazer,296.774.000,60.587.064
2012,14 - Direitos da Cidadania,0 - Financeira,122 - Administração Geral,64.036.540,64.005.216
2012,14 - Direitos da Cidadania,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,242.013.825,241.457.874
2012,14 - Direitos da Cidadania,"1 - Primária obrigatória, considerada no cálculo do RP",301 - Atenção Básica,10.104.057,10.085.999
2012,14 - Direitos da Cidadania,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,19.601.616,19.601.616
2012,14 - Direitos da Cidadania,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,2.508.692,2.508.692
2012,14 - Direitos da Cidadania,"1 - Primária obrigatória, considerada no cálculo do RP",365 - Educação Infantil,593.151,593.151
2012,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",031 - Ação Legislativa,1.225.501,982.993
2012,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",122 - Administração Geral,159.501.733,117.487.020
2012,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",125 - Normatização e Fiscalização,10.072.388,8.011.761
2012,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",126 - Tecnologia da Informação,786.006,150
2012,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,56.350.645,7.270.910
2012,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",131 - Comunicação Social,9.727.092,1.722.737
2012,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",183 - Informação e Inteligência,15.692,13.255
2012,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",212 - Cooperação Internacional,823.395,772.521
2012,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",241 - Assistência ao Idoso,2.249.442,0
2012,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",242 - Assistência ao Portador de Deficiência,12.077.769,1.909.141
2012,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",243 - Assistência à Criança e ao Adolescente,50.752.565,5.355.047
2012,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",392 - Difusão Cultural,1.902.099,1.149.205
2012,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",421 - Custódia e Reintegração Social,407.104.687,20.927.384
2012,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP","422 - Direitos Individuais, Coletivos e Difusos",226.862.747,88.021.415
2012,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",423 - Assistência aos Povos Indígenas,46.946.368,25.214.670
2012,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",541 - Preservação e Conservação Ambiental,2.624.077,1.770.075
2012,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",571 - Desenvolvimento Científico,2.102.384,2.001.060
2012,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",845 - Outras Transferências,200,200
2012,15 - Urbanismo,0 - Financeira,122 - Administração Geral,3.010.387,3.010.387
2012,15 - Urbanismo,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,419.239.685,414.986.207
2012,15 - Urbanismo,"1 - Primária obrigatória, considerada no cálculo do RP",301 - Atenção Básica,10.851.541,10.577.212
2012,15 - Urbanismo,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,26.446.081,25.226.532
2012,15 - Urbanismo,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,1.167.264,1.164.761
2012,15 - Urbanismo,"1 - Primária obrigatória, considerada no cálculo do RP",365 - Educação Infantil,1.033.826,1.033.826
2012,15 - Urbanismo,"2 - Primária discricionária, considerada no cálculo do RP",121 - Planejamento e Orçamento,1.021.232,218.854
2012,15 - Urbanismo,"2 - Primária discricionária, considerada no cálculo do RP",122 - Administração Geral,79.079.621,60.420.495
2012,15 - Urbanismo,"2 - Primária discricionária, considerada no cálculo do RP",126 - Tecnologia da Informação,85.178.000,73.359.408
2012,15 - Urbanismo,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,1.621.743,1.144.624
2012,15 - Urbanismo,"2 - Primária discricionária, considerada no cálculo do RP",131 - Comunicação Social,108.890.000,15.651.702
2012,15 - Urbanismo,"2 - Primária discricionária, considerada no cálculo do RP",244 - Assistência Comunitária,263.611.776,11.532.121
2012,15 - Urbanismo,"2 - Primária discricionária, considerada no cálculo do RP",451 - Infra-Estrutura Urbana,1.122.475.988,7.778.816
2012,15 - Urbanismo,"2 - Primária discricionária, considerada no cálculo do RP",452 - Serviços Urbanos,18.434.155,6.823.593
2012,15 - Urbanismo,"2 - Primária discricionária, considerada no cálculo do RP",453 - Transportes Coletivos Urbanos,264.168.459,200.126.088
2012,15 - Urbanismo,"2 - Primária discricionária, considerada no cálculo do RP",572 - Desenvolvimento Tecnológico e Engenharia,5.881.689,0
2012,15 - Urbanismo,"3 - Primária discricionária, PAC, considerada no cálculo do RP",122 - Administração Geral,8.804.213,5.059.354
2012,15 - Urbanismo,"3 - Primária discricionária, PAC, considerada no cálculo do RP",451 - Infra-Estrutura Urbana,1.201.330.815,126.538.410
2012,15 - Urbanismo,"3 - Primária discricionária, PAC, considerada no cálculo do RP",453 - Transportes Coletivos Urbanos,1.099.456.994,144.752.654
2012,16 - Habitação,"2 - Primária discricionária, considerada no cálculo do RP",451 - Infra-Estrutura Urbana,11.260.000,0
2012,16 - Habitação,"2 - Primária discricionária, considerada no cálculo do RP",482 - Habitação Urbana,1.512.400,0
2012,16 - Habitação,"3 - Primária discricionária, PAC, considerada no cálculo do RP",451 - Infra-Estrutura Urbana,499.625.169,124.184.327
2012,16 - Habitação,"3 - Primária discricionária, PAC, considerada no cálculo do RP",482 - Habitação Urbana,52.878.260,9.745.260
2012,17 - Saneamento,"2 - Primária discricionária, considerada no cálculo do RP",512 - Saneamento Básico Urbano,6.964.900,0
2012,17 - Saneamento,"3 - Primária discricionária, PAC, considerada no cálculo do RP",512 - Saneamento Básico Urbano,2.646.755.347,738.263.530
2012,18 - Gestão Ambiental,0 - Financeira,122 - Administração Geral,148.306.511,148.306.511
2012,18 - Gestão Ambiental,0 - Financeira,541 - Preservação e Conservação Ambiental,360.000.000,0
2012,18 - Gestão Ambiental,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,767.614.357,766.047.549
2012,18 - Gestão Ambiental,"1 - Primária obrigatória, considerada no cálculo do RP",125 - Normatização e Fiscalização,1.752.575,640.799
2012,18 - Gestão Ambiental,"1 - Primária obrigatória, considerada no cálculo do RP",128 - Formação de Recursos Humanos,4.047.951,3.476.807
2012,18 - Gestão Ambiental,"1 - Primária obrigatória, considerada no cálculo do RP",301 - Atenção Básica,21.279.118,21.175.979
2012,18 - Gestão Ambiental,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,25.722.871,25.722.871
2012,18 - Gestão Ambiental,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,1.447.692,1.447.692
2012,18 - Gestão Ambiental,"1 - Primária obrigatória, considerada no cálculo do RP",365 - Educação Infantil,905.823,905.823
2012,18 - Gestão Ambiental,"1 - Primária obrigatória, considerada no cálculo do RP",544 - Recursos Hídricos,212.456.068,105.757.333
2012,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",121 - Planejamento e Orçamento,0,0
2012,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",122 - Administração Geral,284.618.028,246.469.278
2012,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",125 - Normatização e Fiscalização,67.899.540,60.750.066
2012,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",126 - Tecnologia da Informação,11.258.529,2.200.230
2012,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",127 - Ordenamento Territorial,1.605.535,830.159
2012,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,13.485.210,11.721.142
2012,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",541 - Preservação e Conservação Ambiental,254.644.472,162.325.182
2012,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",542 - Controle Ambiental,119.630.950,92.646.538
2012,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",543 - Recuperação de Áreas Degradadas,4.523.160,1.160.725
2012,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",544 - Recursos Hídricos,130.823.974,20.370.796
2012,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",571 - Desenvolvimento Científico,4.040.007,916.778
2012,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",573 - Difusão do Conhecimento Científico e Tecnológico,8.048,8.048
2012,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",601 - Promoção da Produção Vegetal,136.263,119.881
2012,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",607 - Irrigação,15.850.612,56.954
2012,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",754 - Biocombustíveis,125,125
2012,18 - Gestão Ambiental,"3 - Primária discricionária, PAC, considerada no cálculo do RP",511 - Saneamento Básico Rural,2.594.267,466.117
2012,18 - Gestão Ambiental,"3 - Primária discricionária, PAC, considerada no cálculo do RP",512 - Saneamento Básico Urbano,919.595,846.333
2012,18 - Gestão Ambiental,"3 - Primária discricionária, PAC, considerada no cálculo do RP",544 - Recursos Hídricos,3.074.247.716,1.063.194.706
2012,19 - Ciência e Tecnologia,0 - Financeira,122 - Administração Geral,166.660.477,166.658.607
2012,19 - Ciência e Tecnologia,0 - Financeira,572 - Desenvolvimento Tecnológico e Engenharia,933.063.195,933.063.195
2012,19 - Ciência e Tecnologia,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,1.224.497.799,1.219.337.921
2012,19 - Ciência e Tecnologia,"1 - Primária obrigatória, considerada no cálculo do RP",301 - Atenção Básica,27.757.225,26.286.307
2012,19 - Ciência e Tecnologia,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,36.897.747,35.451.179
2012,19 - Ciência e Tecnologia,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,23.114.952,21.714.718
2012,19 - Ciência e Tecnologia,"1 - Primária obrigatória, considerada no cálculo do RP",365 - Educação Infantil,1.701.940,1.701.940
2012,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",121 - Planejamento e Orçamento,43.829.810,19.396.180
2012,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",122 - Administração Geral,359.322.445,278.979.176
2012,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",125 - Normatização e Fiscalização,8.584.465,5.019.836
2012,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",126 - Tecnologia da Informação,34.392.622,15.959.472
2012,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,12.875.609,9.823.959
2012,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",131 - Comunicação Social,5.737.917,4.586.407
2012,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",182 - Defesa Civil,400,39.786
2012,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",212 - Cooperação Internacional,5.523.136,3.860.204
2012,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",542 - Controle Ambiental,7.451.093,4.481.420
2012,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",543 - Recuperação de Áreas Degradadas,10.932.180,7.514.291
2012,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",571 - Desenvolvimento Científico,1.559.812.220,1.349.311.038
2012,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",572 - Desenvolvimento Tecnológico e Engenharia,2.454.969.394,1.111.766.511
2012,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",573 - Difusão do Conhecimento Científico e Tecnológico,57.056.090,17.812.953
2012,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",662 - Produção Industrial,622.610.892,452.619.188
2012,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",663 - Mineração,10.531.420,6.063.285
2012,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",665 - Normalização e Qualidade,3.358.672,934.34
2012,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",691 - Promoção Comercial,52.712.807,10.527.938
2012,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",753 - Combustíveis Minerais,44.428.204,29.583.155
2012,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",754 - Biocombustíveis,1.792.505,854.321
2012,19 - Ciência e Tecnologia,"3 - Primária discricionária, PAC, considerada no cálculo do RP",571 - Desenvolvimento Científico,100.551.789,8.833.234
2012,20 - Agricultura,0 - Financeira,122 - Administração Geral,250.129.766,250.129.766
2012,20 - Agricultura,0 - Financeira,601 - Promoção da Produção Vegetal,2.673.734.953,2.144.139.326
2012,20 - Agricultura,0 - Financeira,605 - Abastecimento,751.055.909,610.253.496
2012,20 - Agricultura,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,3.611.161.162,3.560.931.986
2012,20 - Agricultura,"1 - Primária obrigatória, considerada no cálculo do RP",301 - Atenção Básica,78.791.719,76.778.680
2012,20 - Agricultura,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,139.837.347,131.566.740
2012,20 - Agricultura,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,13.982.258,13.929.876
2012,20 - Agricultura,"1 - Primária obrigatória, considerada no cálculo do RP",365 - Educação Infantil,12.759.606,12.646.222
2012,20 - Agricultura,"1 - Primária obrigatória, considerada no cálculo do RP",601 - Promoção da Produção Vegetal,2.991.435.057,1.095.393.089
2012,20 - Agricultura,"1 - Primária obrigatória, considerada no cálculo do RP",605 - Abastecimento,3.249.147.283,1.380.789.613
2012,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",121 - Planejamento e Orçamento,6.047.921,516.326
2012,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",122 - Administração Geral,295.065.828,235.168.605
2012,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",125 - Normatização e Fiscalização,32.612.861,24.291.627
2012,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",126 - Tecnologia da Informação,36.651.473,22.109.429
2012,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,14.046.248,6.602.777
2012,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",131 - Comunicação Social,18.872.745,12.057.012
2012,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",212 - Cooperação Internacional,96.288,48.726
2012,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",363 - Ensino Profissional,2.400.518,706.265
2012,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",367 - Educação Especial,14.4,14.4
2012,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",541 - Preservação e Conservação Ambiental,1.866.904,407.066
2012,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",545 - Meteorologia,25.408.161,16.266.520
2012,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",572 - Desenvolvimento Tecnológico e Engenharia,473.711.749,187.150.880
2012,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",573 - Difusão do Conhecimento Científico e Tecnológico,54.788.336,25.252.876
2012,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",601 - Promoção da Produção Vegetal,342.423.356,76.870.775
2012,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",602 - Promoção da Produção Animal,124.217.583,20.874.719
2012,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",603 - Defesa Sanitária Vegetal,56.398.003,39.747.635
2012,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",604 - Defesa Sanitária Animal,143.181.356,102.674.625
2012,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",605 - Abastecimento,607.912.351,8.774.747
2012,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",606 - Extensão Rural,13.335.908,12.337.668
2012,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",607 - Irrigação,102.396.221,63.571.810
2012,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",665 - Normalização e Qualidade,9.059.101,3.218.024
2012,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",691 - Promoção Comercial,5.840.935,4.987.794
2012,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",784 - Transporte Hidroviário,1.739.882,0
2012,20 - Agricultura,"3 - Primária discricionária, PAC, considerada no cálculo do RP",607 - Irrigação,333.938.812,82.540.517
2012,21 - Organização Agrária,0 - Financeira,122 - Administração Geral,77.623.852,73.766.235
2012,21 - Organização Agrária,0 - Financeira,631 - Reforma Agrária,1.041.291.951,240.112.586
2012,21 - Organização Agrária,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,404.764.686,402.170.875
2012,21 - Organização Agrária,"1 - Primária obrigatória, considerada no cálculo do RP",244 - Assistência Comunitária,627.130.080,411.800.000
2012,21 - Organização Agrária,"1 - Primária obrigatória, considerada no cálculo do RP",301 - Atenção Básica,17.287.399,16.661.292
2012,21 - Organização Agrária,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,22.382.612,21.817.833
2012,21 - Organização Agrária,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,4.376.596,4.194.659
2012,21 - Organização Agrária,"1 - Primária obrigatória, considerada no cálculo do RP",365 - Educação Infantil,682.215,647.957
2012,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",121 - Planejamento e Orçamento,69.651.161,48.903.206
2012,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",122 - Administração Geral,149.540.582,126.207.559
2012,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",125 - Normatização e Fiscalização,1.504.580,1.363.531
2012,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",126 - Tecnologia da Informação,7.018.486,5.653.169
2012,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",127 - Ordenamento Territorial,368.525.959,39.029.099
2012,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,20.491.835,7.911.310
2012,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",131 - Comunicação Social,3.000.000,1.290.230
2012,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",212 - Cooperação Internacional,1.469.000,1.246.066
2012,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",363 - Ensino Profissional,18.376.523,7.768.945
2012,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",366 - Educação de Jovens e Adultos,3.708.179,2.549.322
